document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,answera,answerb,answerc,answerd
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Who asks Alyoshato leave the monastery?,Zosima and Fyodor Pavlovich,Zosima and Fyodor Pavlovich,Who asks Alyoshato leave the monastery?,Zosima and Fyodor Pavlovich,Zosima and Fyodor Pavlovich,Ivan and Dmitri,Zosima and Fyodor Pavlovich,Zosima alone,Dmitri alone
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What does MadameKhokhlakov suggest when Dmitri asks her for a loan?,That he go to work in the gold mines,That he go to work in the gold mines,What does MadameKhokhlakov suggest when Dmitri asks her for a loan?,That he go to work in the gold mines,That he go to work in the gold mines,That he sell his pistols,That he take his father to court,That he go to work in the gold mines,That he marry Katerina for her money
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What is the subjectof Ivan’s controversial essay?,Ecclesiastical courts,Ecclesiastical courts,What is the subjectof Ivan’s controversial essay?,Ecclesiastical courts,Ecclesiastical courts,Ecclesiastical courts,Transubstantiation,The Eucharist,The evils of the pope
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Who kills FyodorPavlovich?,Smerdyakov,Smerdyakov,Who kills FyodorPavlovich?,Smerdyakov,Smerdyakov,Dmitri,Grushenka,Alyosha,Smerdyakov
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What causes Fyodor to send his sons away?,Their mothers die,Their mothers die,What causes Fyodor to send his sons away?,Their mothers die,Their mothers die,They need special tutoring,He wants them to find work,Their mothers die,He fears for their health
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"At the beginning of the novel, what causes conflict between Fyodor and Dmitri?",Dmitri wants his inheritance,Dmitri wants his inheritance,"At the beginning of the novel, what causes conflict between Fyodor and Dmitri?",Dmitri wants his inheritance,Dmitri wants his inheritance,Fyodor threatens Dimitri,Dimitri writes an article,Fyodor doesn’t recognize his son,Dmitri wants his inheritance
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"At the monastery, what causes Fyodor and Dmitri to begin shouting at each other?",They love the same woman,They love the same woman,"At the monastery, what causes Fyodor and Dmitri to begin shouting at each other?",They love the same woman,They love the same woman,One of them stole money,They love the same woman,The monks expect silence,Zosima provokes them
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Alyosha’s faith is strengthened by his new friendship with whom?,Grushenka,Grushenka,Alyosha’s faith is strengthened by his new friendship with whom?,Grushenka,Grushenka,Grushenka,Ivan,Lise,Rakitin
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Dmitri is imprisoned for the murder of whom?,Fyodor,Fyodor,Dmitri is imprisoned for the murder of whom?,Fyodor,Fyodor,Katerina,Fyodor,Ilyusha,Smerdyakov
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"In the introduction, the author claims that the novel is a biography of whom?",Alyosha,Alyosha,"In the introduction, the author claims that the novel is a biography of whom?",Alyosha,Alyosha,Alyosha,Himself,Dimitri,Fyodor
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What does the narrator say about the two different versions of the story about Fyodor’s reaction to news that Adelaida had died?,They may both be true,They may both be true,What does the narrator say about the two different versions of the story about Fyodor’s reaction to news that Adelaida had died?,They may both be true,They may both be true,One is more believable,Only one can be true,Both are obviously wrong,They may both be true
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"After the death of his mother, who raises Dmitri to adulthood?",His mother’s relatives,His mother’s relatives,"After the death of his mother, who raises Dmitri to adulthood?",His mother’s relatives,His mother’s relatives,A dedicated servant,His father,His mother’s relatives,His older brothers
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"After marrying 16 year-old Sofia, Fyodor holds what types of gatherings in their home?",Orgies,Orgies,"After marrying 16 year-old Sofia, Fyodor holds what types of gatherings in their home?",Orgies,Orgies,Private lessons,Orgies,Prayer sessions,Political meetings
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"After Alyosha moves to his father’s town, what kind of a relationship does he have with Fyodor?",Close,Close,"After Alyosha moves to his father’s town, what kind of a relationship does he have with Fyodor?",Close,Close,Close,Silent,Nonexistent,Formal
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What irritates the atheist Miusov at the monastery?,Fyodor’s tormenting,Fyodor’s tormenting,What irritates the atheist Miusov at the monastery?,Fyodor’s tormenting,Fyodor’s tormenting,Monks’ silence,Monks’ chanting,Dmitri’s absence,Fyodor’s tormenting
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,How do the monks show their respect for Zosima?,Kiss his hand,Kiss his hand,How do the monks show their respect for Zosima?,Kiss his hand,Kiss his hand,Wash his feet,Repeat his name,Kiss his hand,Carry his shoes
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"While waiting for Dmitri to arrive at Zosima’s room, Fyodor spends time doing what?",Telling sacrilegious stories,Telling sacrilegious stories,"While waiting for Dmitri to arrive at Zosima’s room, Fyodor spends time doing what?",Telling sacrilegious stories,Telling sacrilegious stories,Discussing miracles,Telling sacrilegious stories,Cursing his sons’ mothers,Making Zosima uncomfortable
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Why does a crowd of women come to see Zosima?,They want his advice,They want his advice,Why does a crowd of women come to see Zosima?,They want his advice,They want his advice,They want his advice,Their sons are monks,They are organizing a protest,They need sanctuary
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What advice does Zosima give to Madame Khokhlakov?,To love mankind,To love mankind,What advice does Zosima give to Madame Khokhlakov?,To love mankind,To love mankind,To go to a hospital,To seek answers,To love mankind,To give away her money
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"In a discussion with the monks, Ivan argues in support of which of the following?",No separation of church and state,No separation of church and state,"In a discussion with the monks, Ivan argues in support of which of the following?",No separation of church and state,No separation of church and state,Liberal social policies,Separation of church and state,The absence of God,No separation of church and state
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"In front of the monks, Dmitri accuses Fyodor of conspiring with Grushenka to do what?",Send Dmitri to prison,Send Dmitri to prison,"In front of the monks, Dmitri accuses Fyodor of conspiring with Grushenka to do what?",Send Dmitri to prison,Send Dmitri to prison,Elope,Send Dmitri to prison,Kill all the brothers,Steal money
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What does Zosima do before leaving the room?,Kneels before Dmitri,Kneels before Dmitri,What does Zosima do before leaving the room?,Kneels before Dmitri,Kneels before Dmitri,Kneels before Dmitri,Calls upon God,Prays over Fyodor,Chants a hymn
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Zosima advises Alyosha to do what with his life?,Marry,Marry,Zosima advises Alyosha to do what with his life?,Marry,Marry,Become a master,Keep praying,Marry,Find God
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"In a conversation with Alyosha, Ratikin accuses the Karamazovs of being what?",Sensualists,Sensualists,"In a conversation with Alyosha, Ratikin accuses the Karamazovs of being what?",Sensualists,Sensualists,Intellectuals,Sensualists,Atheists,Moralists
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"What causes the townspeople to conclude that Fyodor is the man who seduced Lizaveta, the slow-witted girl who died in childbirth?",Only he is vile enough,Only he is vile enough,"What causes the townspeople to conclude that Fyodor is the man who seduced Lizaveta, the slow-witted girl who died in childbirth?",Only he is vile enough,Only he is vile enough,He claims to be the father,Only he is vile enough,The baby resembles him,Lizaveta told people
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"When Alyosha leaves the monastery, where does he head before going home?",Katerina’s house,Katerina’s house,"When Alyosha leaves the monastery, where does he head before going home?",Katerina’s house,Katerina’s house,Katerina’s house,Zosima’s grave,His mother’s grave,Grushenka’s house
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Dimitri aks Alyosha to tell Katerina what?,Their engagement is off,Their engagement is off,Dimitri aks Alyosha to tell Katerina what?,Their engagement is off,Their engagement is off,Dimitri will visit soon,Dmitri stole her money,Fyodor loves Grushenka,Their engagement is off
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Smerdyakov argues with whom about renouncing faith in God?,Grigory,Grigory,Smerdyakov argues with whom about renouncing faith in God?,Grigory,Grigory,Alyosha,Zosima,Grigory,Fyodor
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Alyosha receives a letter from whom?,Lise,Lise,Alyosha receives a letter from whom?,Lise,Lise,Katerina,Grushenka,Madame Khokhlakov,Lise
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"As Zosima dies, he warns his followers against doing what?",Judging others,Judging others,"As Zosima dies, he warns his followers against doing what?",Judging others,Judging others,Trusting others,Judging others,Courting evil,Forgiving sinners
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,What happens to Alyosha when he tries to help a frail boy who is being attacked by bullies?,The frail boy hurts Alyosha,The frail boy hurts Alyosha,What happens to Alyosha when he tries to help a frail boy who is being attacked by bullies?,The frail boy hurts Alyosha,The frail boy hurts Alyosha,All the boys run away,The bullies throw rocks,The frail boy hurts Alyosha,The bullies hit Alyosha
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Fyodor suggests to Alyosha that Ivan is trying to seduce whom?,Katerina,Katerina,Fyodor suggests to Alyosha that Ivan is trying to seduce whom?,Katerina,Katerina,Katerina,Lise,Grushenka,Madame Khokhlakov
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Alyosha tries to convince Katerina to recognize her love for whom?,Ivan,Ivan,Alyosha tries to convince Katerina to recognize her love for whom?,Ivan,Ivan,Alyosha,Ivan,Dmitri,Fyodor
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Katerina tries to send money to whom?,The captain,The captain,Katerina tries to send money to whom?,The captain,The captain,The captain,The frail boy,The monks,The bullies
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Alyosha begins to plan a marriage with whom?,Lise,Lise,Alyosha begins to plan a marriage with whom?,Lise,Lise,Grushenka,Katerina,Madame Khokhlakov,Lise
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"Alyosha decides to help Dmitri, but he would much rather visit whom?",Zosima,Zosima,"Alyosha decides to help Dmitri, but he would much rather visit whom?",Zosima,Zosima,Grushenka,Katerina,Zosima,Smerdyakov
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"At the restaurant, what does Ivan say about his responsibility to Fyodor and Dmitri?",They are not his responsibility,They are not his responsibility,"At the restaurant, what does Ivan say about his responsibility to Fyodor and Dmitri?",They are not his responsibility,They are not his responsibility,They are not his responsibility,He will take care of Fyodor,He will help Dmitri,Alyosha can take care of them
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"In a conversation with Alyosha, Ivan explains that he has trouble doing what?",Loving people,Loving people,"In a conversation with Alyosha, Ivan explains that he has trouble doing what?",Loving people,Loving people,Rejecting religion,Loving people,Believing Katerina,Escaping sin
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Ivan says that his belief in God is inhibited by what?,The suffering of innocent people,The suffering of innocent people,Ivan says that his belief in God is inhibited by what?,The suffering of innocent people,The suffering of innocent people,His inability to find peace,His atheist upbringing,The suffering of innocent people,The threat of war
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Who is the author of “The Grand Inquisitor”?,Ivan,Ivan,Who is the author of “The Grand Inquisitor”?,Ivan,Ivan,Zosima,Alyosha,Dmitri,Ivan
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"In the prose poem, the Grand Inquisitor tells Christ that what is at odds with the Church?",Christ’s work,Christ’s work,"In the prose poem, the Grand Inquisitor tells Christ that what is at odds with the Church?",Christ’s work,Christ’s work,Christ’s work,Evil deeds,Hierarchical structures,Skeptics’ arguments
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"According to the Grand Inquisitor, what is an impossible burden for humans?",Free will,Free will,"According to the Grand Inquisitor, what is an impossible burden for humans?",Free will,Free will,Guilt,Free will,Evil,Sin
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"To prove the point that Christ made mistakes, the Grand Inquisitor uses three stories about what?",Temptations,Temptations,"To prove the point that Christ made mistakes, the Grand Inquisitor uses three stories about what?",Temptations,Temptations,Heaven,Church officials,Temptations,Angels
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,"After Ivan finishes the story, what does Alyosha do?",Kisses Ivan on the lips,Kisses Ivan on the lips,"After Ivan finishes the story, what does Alyosha do?",Kisses Ivan on the lips,Kisses Ivan on the lips,Kisses Ivan on the lips,Argues that Christ was right,Says that Satan is evil,Admits Ivan’s story is persuasive
2ffc2524-0b25-11ea-9221-c9dc32036b5d,test,Who does Ivan dread seeing?,Smerdyakov,Smerdyakov,Who does Ivan dread seeing?,Smerdyakov,Smerdyakov,Grigory,Smerdyakov,Katerina,Fyodor
